_id,_submission_time,lat,lon,altitude,precision,objeto,estado,tipo_de_contenedor,otro_tipo,tipos_de_basura,observaciones,photo_url
47870486,2020-02-29 18:01:31+00,-17.389669,-66.15500969,2599,4,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/grSdbMcG"" target=""_blank""><img src=""https://i.postimg.cc/grSdbMcG/1582993699642.jpg"" alt=""1582993699642""/></a><br/><br/>"
47870487,2020-02-29 18:01:33+00,-17.38973327,-66.15484691,2596,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/QF5r5hQM"" target=""_blank""><img src=""https://i.postimg.cc/QF5r5hQM/1582993780299.jpg"" alt=""1582993780299""/></a><br/><br/>"
47870490,2020-02-29 18:01:36+00,-17.38868952,-66.15504653,2604,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/mzdxRDsm"" target=""_blank""><img src=""https://i.postimg.cc/mzdxRDsm/1582993909676.jpg"" alt=""1582993909676""/></a><br/><br/>"
47870491,2020-02-29 18:01:39+00,-17.38874218,-66.15512286,2598,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/zH3sfrD8"" target=""_blank""><img src=""https://i.postimg.cc/zH3sfrD8/1582993966075.jpg"" alt=""1582993966075""/></a><br/><br/>"
47870493,2020-02-29 18:01:43+00,-17.3887095,-66.15509899,2595,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/474CrcrK"" target=""_blank""><img src=""https://i.postimg.cc/474CrcrK/1582994043986.jpg"" alt=""1582994043986""/></a><br/><br/>"
47870495,2020-02-29 18:01:45+00,-17.38843426,-66.15539834,2620,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/kDprpBw4"" target=""_blank""><img src=""https://i.postimg.cc/kDprpBw4/1582994272863.jpg"" alt=""1582994272863""/></a><br/><br/>"
47870496,2020-02-29 18:01:48+00,-17.38809432,-66.15539306,2594,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/Cd1T7jGX"" target=""_blank""><img src=""https://i.postimg.cc/Cd1T7jGX/1582994348046.jpg"" alt=""1582994348046""/></a><br/><br/>"
47870498,2020-02-29 18:01:50+00,-17.38795372,-66.15554863,2579,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/fJGGMpGQ"" target=""_blank""><img src=""https://i.postimg.cc/fJGGMpGQ/1582994418340.jpg"" alt=""1582994418340""/></a><br/><br/>"
47870499,2020-02-29 18:01:51+00,-17.38792702,-66.15557901,2585,5,Contenedor,Bueno,Pequeño,,,,"<a href=""https://postimg.cc/Mn1hHtwM"" target=""_blank""><img src=""https://i.postimg.cc/Mn1hHtwM/1582994477535.jpg"" alt=""1582994477535""/></a><br/><br/>"
47870506,2020-02-29 18:01:55+00,-17.38779705,-66.15572308,2565,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/nskgYzCn"" target=""_blank""><img src=""https://i.postimg.cc/nskgYzCn/1582994542929.jpg"" alt=""1582994542929""/></a><br/><br/>"
47870510,2020-02-29 18:01:57+00,-17.38780679,-66.15580377,2560,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/1n7d2jGT"" target=""_blank""><img src=""https://i.postimg.cc/1n7d2jGT/1582994610959.jpg"" alt=""1582994610959""/></a><br/><br/>"
47870515,2020-02-29 18:01:58+00,-17.38793449,-66.15662414,2570,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/VS12CMs7"" target=""_blank""><img src=""https://i.postimg.cc/VS12CMs7/1582994681748.jpg"" alt=""1582994681748""/></a><br/><br/>"
47870518,2020-02-29 18:02:00+00,-17.38809527,-66.15613329,2619,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/zywc8BwT"" target=""_blank""><img src=""https://i.postimg.cc/zywc8BwT/1582994751193.jpg"" alt=""1582994751193""/></a><br/><br/>"
47870521,2020-02-29 18:02:02+00,-17.38819926,-66.15618341,2600,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/9r7kg1r8"" target=""_blank""><img src=""https://i.postimg.cc/9r7kg1r8/1582994815967.jpg"" alt=""1582994815967""/></a><br/><br/>"
47870522,2020-02-29 18:02:06+00,-17.38879311,-66.15574022,2608,5,Contenedor,Bueno,Pequeño,,,,"<a href=""https://postimg.cc/62pSHXvn"" target=""_blank""><img src=""https://i.postimg.cc/62pSHXvn/1582994869271.jpg"" alt=""1582994869271""/></a><br/><br/>"
47870523,2020-02-29 18:02:07+00,-17.3880665,-66.15602821,2671,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/wyMfXQCk"" target=""_blank""><img src=""https://i.postimg.cc/wyMfXQCk/1582994930730.jpg"" alt=""1582994930730""/></a><br/><br/>"
47870525,2020-02-29 18:02:08+00,-17.3876388,-66.1556464,2616,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/JsC2fJX1"" target=""_blank""><img src=""https://i.postimg.cc/JsC2fJX1/1582995085850.jpg"" alt=""1582995085850""/></a><br/><br/>"
47870528,2020-02-29 18:02:10+00,-17.38748093,-66.15575206,2601,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/k6Hjft9P"" target=""_blank""><img src=""https://i.postimg.cc/k6Hjft9P/1582995151824.jpg"" alt=""1582995151824""/></a><br/><br/>"
47870529,2020-02-29 18:02:12+00,-17.38693518,-66.15638992,2644,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/CdZrdJHh"" target=""_blank""><img src=""https://i.postimg.cc/CdZrdJHh/1582995211424.jpg"" alt=""1582995211424""/></a><br/><br/>"
47870530,2020-02-29 18:02:13+00,-17.38634148,-66.15684824,2613,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/Hrm6ZmGn"" target=""_blank""><img src=""https://i.postimg.cc/Hrm6ZmGn/1582995284163.jpg"" alt=""1582995284163""/></a><br/><br/>"
47870531,2020-02-29 18:02:15+00,-17.38624977,-66.15692707,2602,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/30Dt6JJ4"" target=""_blank""><img src=""https://i.postimg.cc/30Dt6JJ4/1582995365062.jpg"" alt=""1582995365062""/></a><br/><br/>"
47870532,2020-02-29 18:02:17+00,-17.38567355,-66.15717292,2615,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/fJmHfLr1"" target=""_blank""><img src=""https://i.postimg.cc/fJmHfLr1/1582995451714.jpg"" alt=""1582995451714""/></a><br/><br/>"
47870533,2020-02-29 18:02:18+00,-17.38517195,-66.15765546,2594,4,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/pygGj8qD"" target=""_blank""><img src=""https://i.postimg.cc/pygGj8qD/1582995505630.jpg"" alt=""1582995505630""/></a><br/><br/>"
47870534,2020-02-29 18:02:20+00,-17.38485319,-66.15802709,2624,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/k2yfLH9c"" target=""_blank""><img src=""https://i.postimg.cc/k2yfLH9c/1582995593897.jpg"" alt=""1582995593897""/></a><br/><br/>"
47870535,2020-02-29 18:02:21+00,-17.38472009,-66.15804416,2621,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/XZ7QWgY0"" target=""_blank""><img src=""https://i.postimg.cc/XZ7QWgY0/1582995652691.jpg"" alt=""1582995652691""/></a><br/><br/>"
47870536,2020-02-29 18:02:22+00,-17.3840298,-66.15844646,2610,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/HJZ3k7r8"" target=""_blank""><img src=""https://i.postimg.cc/HJZ3k7r8/1582995707854.jpg"" alt=""1582995707854""/></a><br/><br/>"
47870537,2020-02-29 18:02:23+00,-17.38331766,-66.15904853,2603,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/SJFdR4xd"" target=""_blank""><img src=""https://i.postimg.cc/SJFdR4xd/1582995771158.jpg"" alt=""1582995771158""/></a><br/><br/>"
47870539,2020-02-29 18:02:24+00,-17.38296845,-66.15930991,2626,5,Contenedor,Bueno,Trilliza,,,Hay un poco de basura alrededor,"<a href=""https://postimg.cc/rDq9G9Wt"" target=""_blank""><img src=""https://i.postimg.cc/rDq9G9Wt/1582995848356.jpg"" alt=""1582995848356""/></a><br/><br/>"
47870540,2020-02-29 18:02:25+00,-17.38282634,-66.15934127,2607,5,Contenedor,Bueno,Pequeño,,,,"<a href=""https://postimg.cc/bD4TQcHz"" target=""_blank""><img src=""https://i.postimg.cc/bD4TQcHz/1582995891626.jpg"" alt=""1582995891626""/></a><br/><br/>"
47870541,2020-02-29 18:02:27+00,-17.3828821,-66.15943754,2573,3,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/JtBKR0Mt"" target=""_blank""><img src=""https://i.postimg.cc/JtBKR0Mt/1582995941637.jpg"" alt=""1582995941637""/></a><br/><br/>"
47870542,2020-02-29 18:02:28+00,-17.38298825,-66.16080755,2607,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/xJX5JTmx"" target=""_blank""><img src=""https://i.postimg.cc/xJX5JTmx/1582996061711.jpg"" alt=""1582996061711""/></a><br/><br/>"
47870543,2020-02-29 18:02:30+00,-17.38393767,-66.16044933,2609,5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/WhGnJyDv"" target=""_blank""><img src=""https://i.postimg.cc/WhGnJyDv/1582996332411.jpg"" alt=""1582996332411""/></a><br/><br/>"
47870544,2020-02-29 18:02:31+00,-17.3840993,-66.16040173,2629,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/tsDNBVtv"" target=""_blank""><img src=""https://i.postimg.cc/tsDNBVtv/1582996418324.jpg"" alt=""1582996418324""/></a><br/><br/>"
47870546,2020-02-29 18:02:32+00,-17.38425201,-66.16049093,2618,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/gwJqQkgz"" target=""_blank""><img src=""https://i.postimg.cc/gwJqQkgz/1582996493312.jpg"" alt=""1582996493312""/></a><br/><br/>"
47870547,2020-02-29 18:02:33+00,-17.38610254,-66.16014403,2606,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/94nth5kG"" target=""_blank""><img src=""https://i.postimg.cc/94nth5kG/1582996601308.jpg"" alt=""1582996601308""/></a><br/><br/>"
47870548,2020-02-29 18:02:34+00,-17.38615765,-66.16008725,2594,5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/yg3h6pq2"" target=""_blank""><img src=""https://i.postimg.cc/yg3h6pq2/1582996647971.jpg"" alt=""1582996647971""/></a><br/><br/>"
47870549,2020-02-29 18:02:36+00,-17.38710028,-66.15984216,2562,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/RJr7W14h"" target=""_blank""><img src=""https://i.postimg.cc/RJr7W14h/1582996722754.jpg"" alt=""1582996722754""/></a><br/><br/>"
47870550,2020-02-29 18:02:37+00,-17.38841634,-66.15955662,2601,5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/nCJKZ13w"" target=""_blank""><img src=""https://i.postimg.cc/nCJKZ13w/1582996846219.jpg"" alt=""1582996846219""/></a><br/><br/>"
47870552,2020-02-29 18:02:38+00,-17.38883966,-66.15934387,2590,7,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/RJccK3ZR"" target=""_blank""><img src=""https://i.postimg.cc/RJccK3ZR/1582996918235.jpg"" alt=""1582996918235""/></a><br/><br/>"
47870553,2020-02-29 18:02:40+00,-17.38899965,-66.15944775,2591,5,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/HrWQ8kDw"" target=""_blank""><img src=""https://i.postimg.cc/HrWQ8kDw/1582997034033.jpg"" alt=""1582997034033""/></a><br/><br/>"
47870555,2020-02-29 18:02:41+00,-17.39036913,-66.15928217,2605,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/4mQ63hM4"" target=""_blank""><img src=""https://i.postimg.cc/4mQ63hM4/1582997144601.jpg"" alt=""1582997144601""/></a><br/><br/>"
47870558,2020-02-29 18:02:42+00,-17.39029852,-66.15928703,2640,5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/PC61WnTB"" target=""_blank""><img src=""https://i.postimg.cc/PC61WnTB/1582997187495.jpg"" alt=""1582997187495""/></a><br/><br/>"
47870560,2020-02-29 18:02:43+00,-17.3913992,-66.15899729,2604,5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/CZzkJrKd"" target=""_blank""><img src=""https://i.postimg.cc/CZzkJrKd/1582997299670.jpg"" alt=""1582997299670""/></a><br/><br/>"
47870563,2020-02-29 18:02:44+00,-17.39162103,-66.15908525,2616,6,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/vgn9w1fs"" target=""_blank""><img src=""https://i.postimg.cc/vgn9w1fs/1582997358488.jpg"" alt=""1582997358488""/></a><br/><br/>"
47870567,2020-02-29 18:02:46+00,-17.39778551,-66.15800088,2612,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/8F9WYdF4"" target=""_blank""><img src=""https://i.postimg.cc/8F9WYdF4/1582997579704.jpg"" alt=""1582997579704""/></a><br/><br/>"
47870571,2020-02-29 18:02:48+00,-17.39784811,-66.15802514,2616,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/wRdNq6Qs"" target=""_blank""><img src=""https://i.postimg.cc/wRdNq6Qs/1582997647863.jpg"" alt=""1582997647863""/></a><br/><br/>"
48865699,2020-03-14 01:38:15+00,-17.39080585,-66.15478618,2604,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/4Hb9nrW2"" target=""_blank""><img src=""https://i.postimg.cc/4Hb9nrW2/1583245855828.jpg"" alt=""1583245855828""/></a><br/><br/>"
48865700,2020-03-14 01:38:24+00,-17.38971419,-66.15490546,2620,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/WhTZx14B"" target=""_blank""><img src=""https://i.postimg.cc/WhTZx14B/1583246029761.jpg"" alt=""1583246029761""/></a><br/><br/>"
48865702,2020-03-14 01:38:36+00,-17.38859479,-66.15511634,2590,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/Z0r3fdJP"" target=""_blank""><img src=""https://i.postimg.cc/Z0r3fdJP/1583246202982.jpg"" alt=""1583246202982""/></a><br/><br/>"
48865704,2020-03-14 01:38:41+00,-17.38859596,-66.15737711,2609,4.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/7f9z4rGf"" target=""_blank""><img src=""https://i.postimg.cc/7f9z4rGf/1583246931002.jpg"" alt=""1583246931002""/></a><br/><br/>"
48865709,2020-03-14 01:38:47+00,-17.3891881,-66.15738641,2598,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/7CGJSCB2"" target=""_blank""><img src=""https://i.postimg.cc/7CGJSCB2/1583247027799.jpg"" alt=""1583247027799""/></a><br/><br/>"
48865715,2020-03-14 01:38:57+00,-17.38991561,-66.15712389,2612,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/4KD7PJMF"" target=""_blank""><img src=""https://i.postimg.cc/4KD7PJMF/1583247147626.jpg"" alt=""1583247147626""/></a><br/><br/>"
48865722,2020-03-14 01:39:03+00,-17.39006057,-66.15711752,2612,5,Contenedor,Regular,Grande (verde),,,Está en el medio de la calle,"<a href=""https://postimg.cc/q6LNp279"" target=""_blank""><img src=""https://i.postimg.cc/q6LNp279/1583247221165.jpg"" alt=""1583247221165""/></a><br/><br/>"
