_id,_submission_time,lat,lon,altitude,precision,objeto,estado,tipo_de_contenedor,otro_tipo,tipos_de_basura,observaciones,photo_url
47113481,2020-02-19 16:38:54+00,-17.40638508,-66.15673397,2584,10,Botadero,,,,Plasticos,"Es un botadero en un árbol, q está al lado de otros botaderos en arboles","<a href=""https://postimg.cc/1nQ2DF9C"" target=""_blank""><img src=""https://i.postimg.cc/1nQ2DF9C/1580605605632.jpg"" alt=""1580605605632""/></a><br/><br/>"
46641175,2020-02-12 23:12:18+00,-17.39447333,-66.15081,2571.8,7.7,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/F7WMw1Zz"" target=""_blank""><img src=""https://i.postimg.cc/F7WMw1Zz/1581536255132.jpg"" alt=""1581536255132""/></a><br/><br/>"
46641176,2020-02-12 23:12:21+00,-17.3944,-66.150425,2572,7.5,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/dhhbFvHB"" target=""_blank""><img src=""https://i.postimg.cc/dhhbFvHB/1581536365202.jpg"" alt=""1581536365202""/></a><br/><br/>"
46641177,2020-02-12 23:12:23+00,-17.394035,-66.14956333,2572,7.6,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/9RYSbf0W"" target=""_blank""><img src=""https://i.postimg.cc/9RYSbf0W/1581536646627.jpg"" alt=""1581536646627""/></a><br/><br/>"
46641178,2020-02-12 23:12:26+00,-17.39199167,-66.15082333,2604.7,7.7,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/Z0j2y0XH"" target=""_blank""><img src=""https://i.postimg.cc/Z0j2y0XH/1581536986632.jpg"" alt=""1581536986632""/></a><br/><br/>"
46641179,2020-02-12 23:12:28+00,-17.39242667,-66.15086833,2564.7,7.7,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/14ybtD74"" target=""_blank""><img src=""https://i.postimg.cc/14ybtD74/1581537080805.jpg"" alt=""1581537080805""/></a><br/><br/>"
46641180,2020-02-12 23:12:31+00,-17.39215,-66.15134167,2576.9,7.6,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/XpJhK4bb"" target=""_blank""><img src=""https://i.postimg.cc/XpJhK4bb/1581537220461.jpg"" alt=""1581537220461""/></a><br/><br/>"
46641181,2020-02-12 23:12:34+00,-17.39219667,-66.15164167,2604,7.6,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/fJrPBpz0"" target=""_blank""><img src=""https://i.postimg.cc/fJrPBpz0/1581537582117.jpg"" alt=""1581537582117""/></a><br/><br/>"
46641182,2020-02-12 23:12:37+00,-17.39337667,-66.15183167,2600,7.5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/ns8PtmQF"" target=""_blank""><img src=""https://i.postimg.cc/ns8PtmQF/1581537946179.jpg"" alt=""1581537946179""/></a><br/><br/>"
46641184,2020-02-12 23:12:41+00,-17.39333667,-66.15090667,2478.4,8,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/Z9rDYqrr"" target=""_blank""><img src=""https://i.postimg.cc/Z9rDYqrr/1581538122658.jpg"" alt=""1581538122658""/></a><br/><br/>"
46641185,2020-02-12 23:12:45+00,-17.39544167,-66.15223167,2790.2,7.4,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/CRnQt75r"" target=""_blank""><img src=""https://i.postimg.cc/CRnQt75r/1581538940553.jpg"" alt=""1581538940553""/></a><br/><br/>"
46641186,2020-02-12 23:12:48+00,-17.394595,-66.15268167,2590.4,7.6,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/vgb24dzC"" target=""_blank""><img src=""https://i.postimg.cc/vgb24dzC/1581539252845.jpg"" alt=""1581539252845""/></a><br/><br/>"
46641187,2020-02-12 23:12:51+00,-17.39472667,-66.15294167,2590.5,7.7,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/hffyzsL4"" target=""_blank""><img src=""https://i.postimg.cc/hffyzsL4/1581539408876.jpg"" alt=""1581539408876""/></a><br/><br/>"
46641188,2020-02-12 23:12:55+00,-17.3941,-66.15280667,2590.5,7.2,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/14W732NY"" target=""_blank""><img src=""https://i.postimg.cc/14W732NY/1581539605746.jpg"" alt=""1581539605746""/></a><br/><br/>"
46641190,2020-02-12 23:12:58+00,-17.39375333,-66.15283167,2558.6,7.3,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/WdZ5S4YQ"" target=""_blank""><img src=""https://i.postimg.cc/WdZ5S4YQ/1581539718857.jpg"" alt=""1581539718857""/></a><br/><br/>"
46641191,2020-02-12 23:13:01+00,-17.39268333,-66.15379833,2589.2,7.5,Contenedor,Malo,Trilliza,,,,"<a href=""https://postimg.cc/KKyJWyd4"" target=""_blank""><img src=""https://i.postimg.cc/KKyJWyd4/1581539963779.jpg"" alt=""1581539963779""/></a><br/><br/>"
46641193,2020-02-12 23:13:04+00,-17.39277667,-66.15438167,2609.1,7.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/qhJQkxBT"" target=""_blank""><img src=""https://i.postimg.cc/qhJQkxBT/1581540638601.jpg"" alt=""1581540638601""/></a><br/><br/>"
46641195,2020-02-12 23:13:07+00,-17.39485833,-66.15404333,2608.7,7.1,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/56YgN0J6"" target=""_blank""><img src=""https://i.postimg.cc/56YgN0J6/1581541235101.jpg"" alt=""1581541235101""/></a><br/><br/>"
46641196,2020-02-12 23:13:11+00,-17.39470333,-66.15381,2611.6,7.3,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/nCyksJVT"" target=""_blank""><img src=""https://i.postimg.cc/nCyksJVT/1581541389324.jpg"" alt=""1581541389324""/></a><br/><br/>"
46641199,2020-02-12 23:13:14+00,-17.39789667,-66.15277833,2574,7.6,Contenedor,Malo,Grande (fierro),,,,"<a href=""https://postimg.cc/ygLjW3WS"" target=""_blank""><img src=""https://i.postimg.cc/ygLjW3WS/1581541928622.jpg"" alt=""1581541928622""/></a><br/><br/>"
46641200,2020-02-12 23:13:16+00,-17.39381833,-66.155275,2557.6,7,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/VSRBH0qH"" target=""_blank""><img src=""https://i.postimg.cc/VSRBH0qH/1581542689470.jpg"" alt=""1581542689470""/></a><br/><br/>"
46641201,2020-02-12 23:13:19+00,-17.39295333,-66.15533,2558.1,7.6,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/PvLWx6BB"" target=""_blank""><img src=""https://i.postimg.cc/PvLWx6BB/1581542849968.jpg"" alt=""1581542849968""/></a><br/><br/>"
46641202,2020-02-12 23:13:21+00,-17.39243833,-66.15581667,2558.2,7.6,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/gXtyG9BV"" target=""_blank""><img src=""https://i.postimg.cc/gXtyG9BV/1581542975981.jpg"" alt=""1581542975981""/></a><br/><br/>"
46641203,2020-02-12 23:13:23+00,-17.39296667,-66.15604667,2558.2,7.1,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/wyjcKxFx"" target=""_blank""><img src=""https://i.postimg.cc/wyjcKxFx/1581543135508.jpg"" alt=""1581543135508""/></a><br/><br/>"
46641204,2020-02-12 23:13:25+00,-17.39428333,-66.156345,2557.9,7.6,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/kBbNPpNS"" target=""_blank""><img src=""https://i.postimg.cc/kBbNPpNS/1581543406767.jpg"" alt=""1581543406767""/></a><br/><br/>"
46641205,2020-02-12 23:13:27+00,-17.39506667,-66.15602667,2558,7.6,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/nM5K5JmZ"" target=""_blank""><img src=""https://i.postimg.cc/nM5K5JmZ/1581543578026.jpg"" alt=""1581543578026""/></a><br/><br/>"
46641206,2020-02-12 23:13:29+00,-17.39613333,-66.157075,2560.1,7.2,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/hhhbpjfp"" target=""_blank""><img src=""https://i.postimg.cc/hhhbpjfp/1581544426096.jpg"" alt=""1581544426096""/></a><br/><br/>"
46641213,2020-02-12 23:13:33+00,-17.39552833,-66.157195,2564.1,7.6,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/gxbVzH4T"" target=""_blank""><img src=""https://i.postimg.cc/gxbVzH4T/1581544534123.jpg"" alt=""1581544534123""/></a><br/><br/>"
46641214,2020-02-12 23:13:38+00,-17.39531833,-66.15685833,2564.1,8,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/WD20rpBm"" target=""_blank""><img src=""https://i.postimg.cc/WD20rpBm/1581544620658.jpg"" alt=""1581544620658""/></a><br/><br/>"
46714309,2020-02-13 21:01:52+00,-17.39840667,-66.16037333,2524.4,7.5,Contenedor,Regular,Trilliza,,,,"<a href=""https://postimg.cc/GBqGjwRW"" target=""_blank""><img src=""https://i.postimg.cc/GBqGjwRW/1581621154894.jpg"" alt=""1581621154894""/></a><br/><br/>"
47118488,2020-02-19 17:35:01+00,-17.39413376,-66.15731257,2598,3.5,Contenedor,Bueno,Otro:,Madera,,"Es un basurero especial, solo para la plaza","<a href=""https://postimg.cc/47ytLLNm"" target=""_blank""><img src=""https://i.postimg.cc/47ytLLNm/1582130918435.jpg"" alt=""1582130918435""/></a><br/><br/>"
47118489,2020-02-19 17:35:02+00,-17.39394873,-66.15741927,2594,4.5,Contenedor,Bueno,Otro:,Madera,,"Basurero especial de la plaza
","<a href=""https://postimg.cc/5YrzZB6p"" target=""_blank""><img src=""https://i.postimg.cc/5YrzZB6p/1582131086145.jpg"" alt=""1582131086145""/></a><br/><br/>"
47118490,2020-02-19 17:35:03+00,-17.39378817,-66.15724141,2594,4.5,Contenedor,Bueno,Otro:,Madera,,Basurero especial para la plaza,"<a href=""https://postimg.cc/tnV6ys6b"" target=""_blank""><img src=""https://i.postimg.cc/tnV6ys6b/1582131186008.jpg"" alt=""1582131186008""/></a><br/><br/>"
47118500,2020-02-19 17:35:16+00,-17.39348018,-66.15728709,2596,4,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/Thygn44s"" target=""_blank""><img src=""https://i.postimg.cc/Thygn44s/1582131277312.jpg"" alt=""1582131277312""/></a><br/><br/>"
47118504,2020-02-19 17:35:18+00,-17.3934353,-66.15711853,2591,4,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/Jt9JxQwz"" target=""_blank""><img src=""https://i.postimg.cc/Jt9JxQwz/1582131390932.jpg"" alt=""1582131390932""/></a><br/><br/>"
47118507,2020-02-19 17:35:19+00,-17.39337428,-66.15683673,2597,4,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/N5mXzrY7"" target=""_blank""><img src=""https://i.postimg.cc/N5mXzrY7/1582131467598.jpg"" alt=""1582131467598""/></a><br/><br/>"
47118515,2020-02-19 17:35:25+00,-17.39341367,-66.15673212,2602,3.5,Contenedor,Bueno,Otro:,Madera,,Basurero especial para la plaza,"<a href=""https://postimg.cc/HrmMDskG"" target=""_blank""><img src=""https://i.postimg.cc/HrmMDskG/1582131535001.jpg"" alt=""1582131535001""/></a><br/><br/>"
47118516,2020-02-19 17:35:26+00,-17.39346065,-66.15662081,2586,4,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/FfsJzWSD"" target=""_blank""><img src=""https://i.postimg.cc/FfsJzWSD/1582131608700.jpg"" alt=""1582131608700""/></a><br/><br/>"
47118518,2020-02-19 17:35:28+00,-17.39378796,-66.15661142,2604,4,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/06WKwYdx"" target=""_blank""><img src=""https://i.postimg.cc/06WKwYdx/1582131700760.jpg"" alt=""1582131700760""/></a><br/><br/>"
47118519,2020-02-19 17:35:29+00,-17.39400686,-66.15646658,2600,4.5,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/vgC1PGNN"" target=""_blank""><img src=""https://i.postimg.cc/vgC1PGNN/1582131913616.jpg"" alt=""1582131913616""/></a><br/><br/>"
47118524,2020-02-19 17:35:40+00,-17.39412295,-66.15664026,2611,5,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/6282L8YZ"" target=""_blank""><img src=""https://i.postimg.cc/6282L8YZ/1582131978988.jpg"" alt=""1582131978988""/></a><br/><br/>"
47118526,2020-02-19 17:35:41+00,-17.39421121,-66.1570063,2603,5,Contenedor,Regular,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/0KmzFLg2"" target=""_blank""><img src=""https://i.postimg.cc/0KmzFLg2/1582132061139.jpg"" alt=""1582132061139""/></a><br/><br/>"
47118532,2020-02-19 17:35:43+00,-17.39377455,-66.15700621,2610,5,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/ZCtBpK39"" target=""_blank""><img src=""https://i.postimg.cc/ZCtBpK39/1582132172421.jpg"" alt=""1582132172421""/></a><br/><br/>"
47118535,2020-02-19 17:35:44+00,-17.39372711,-66.15707687,2605,4.5,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/nMQ9XQsb"" target=""_blank""><img src=""https://i.postimg.cc/nMQ9XQsb/1582132228295.jpg"" alt=""1582132228295""/></a><br/><br/>"
47118549,2020-02-19 17:35:55+00,-17.39370951,-66.15694712,2612,4,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/75q5tsKw"" target=""_blank""><img src=""https://i.postimg.cc/75q5tsKw/1582132312033.jpg"" alt=""1582132312033""/></a><br/><br/>"
47118551,2020-02-19 17:35:56+00,-17.39377225,-66.15683036,2615,5,Contenedor,Bueno,Otro:,Madera,,Especial para la plaza,"<a href=""https://postimg.cc/PLxPTLG7"" target=""_blank""><img src=""https://i.postimg.cc/PLxPTLG7/1582132358216.jpg"" alt=""1582132358216""/></a><br/><br/>"
47118554,2020-02-19 17:35:57+00,-17.3942825,-66.15633474,2608,4,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/NKb536nT"" target=""_blank""><img src=""https://i.postimg.cc/NKb536nT/1582132499998.jpg"" alt=""1582132499998""/></a><br/><br/>"
47127590,2020-02-19 19:54:01+00,-17.38389573,-66.15903111,2604,4.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/Ty4hwRf3"" target=""_blank""><img src=""https://i.postimg.cc/Ty4hwRf3/1582137333274.jpg"" alt=""1582137333274""/></a><br/><br/>"
47127595,2020-02-19 19:54:04+00,-17.38435635,-66.16038127,2619,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/ftSyS6Rj"" target=""_blank""><img src=""https://i.postimg.cc/ftSyS6Rj/1582137578080.jpg"" alt=""1582137578080""/></a><br/><br/>"
47127603,2020-02-19 19:54:06+00,-17.38421541,-66.1605847,2613,4.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/YLc96b4c"" target=""_blank""><img src=""https://i.postimg.cc/YLc96b4c/1582137668700.jpg"" alt=""1582137668700""/></a><br/><br/>"
47127610,2020-02-19 19:54:10+00,-17.38601224,-66.16013392,2632,4.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/0KpNcDmz"" target=""_blank""><img src=""https://i.postimg.cc/0KpNcDmz/1582138226924.jpg"" alt=""1582138226924""/></a><br/><br/>"
47127623,2020-02-19 19:54:40+00,-17.38612058,-66.16005278,2611,5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/RqfqS58v"" target=""_blank""><img src=""https://i.postimg.cc/RqfqS58v/1582138268279.jpg"" alt=""1582138268279""/></a><br/><br/>"
47127624,2020-02-19 19:54:43+00,-17.3860518,-66.15890572,2610,5,Contenedor,Regular,Trilliza,,,Le falta la parte de arriba,"<a href=""https://postimg.cc/VSdL23nQ"" target=""_blank""><img src=""https://i.postimg.cc/VSdL23nQ/1582138435823.jpg"" alt=""1582138435823""/></a><br/><br/>"
47127627,2020-02-19 19:54:49+00,-17.38551423,-66.15797449,2624,4,Contenedor,Bueno,Trilliza,,,Está al frente de dos basureros verdes grandes,"<a href=""https://postimg.cc/sGRjQx8s"" target=""_blank""><img src=""https://i.postimg.cc/sGRjQx8s/1582138608574.jpg"" alt=""1582138608574""/></a><br/><br/>"
47443869,2020-02-24 13:32:32+00,-17.38550656,-66.15806543,2615,5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/34Grxmtt"" target=""_blank""><img src=""https://i.postimg.cc/34Grxmtt/1582138665373.jpg"" alt=""1582138665373""/></a><br/><br/>"
47443886,2020-02-24 13:32:49+00,-17.38555702,-66.15792445,2607,5,Contenedor,Regular,Grande (verde),,,Al lado de otro basurero verde. Hay un indigente trabajando aqu�.,"<a href=""https://postimg.cc/q6Xk80Vn"" target=""_blank""><img src=""https://i.postimg.cc/q6Xk80Vn/1582138709096.jpg"" alt=""1582138709096""/></a><br/><br/>"
47443907,2020-02-24 13:33:01+00,-17.38513805,-66.15769319,2609,4,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/ZCHbnTLz"" target=""_blank""><img src=""https://i.postimg.cc/ZCHbnTLz/1582138790850.jpg"" alt=""1582138790850""/></a><br/><br/>"
47443917,2020-02-24 13:33:14+00,-17.38299505,-66.15429224,2621,3.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/FYK9J2Pd"" target=""_blank""><img src=""https://i.postimg.cc/FYK9J2Pd/1582139233349.jpg"" alt=""1582139233349""/></a><br/><br/>"
47443925,2020-02-24 13:33:20+00,-17.38276429,-66.15377901,2607,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/YvytNbVX"" target=""_blank""><img src=""https://i.postimg.cc/YvytNbVX/1582139660902.jpg"" alt=""1582139660902""/></a><br/><br/>"
47443936,2020-02-24 13:33:26+00,-17.38360936,-66.1528109,2606,4.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/RN4Cv3KT"" target=""_blank""><img src=""https://i.postimg.cc/RN4Cv3KT/1582139892447.jpg"" alt=""1582139892447""/></a><br/><br/>"
47443954,2020-02-24 13:33:35+00,-17.38544671,-66.15396123,2611,3.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/CZBScbpw"" target=""_blank""><img src=""https://i.postimg.cc/CZBScbpw/1582140181225.jpg"" alt=""1582140181225""/></a><br/><br/>"
47443974,2020-02-24 13:33:42+00,-17.38568585,-66.1539034,2615,5,Contenedor,Regular,Grande (verde),,,Está al lado de otro verde,"<a href=""https://postimg.cc/R3k9yqvK"" target=""_blank""><img src=""https://i.postimg.cc/R3k9yqvK/1582140237182.jpg"" alt=""1582140237182""/></a><br/><br/>"
47443994,2020-02-24 13:33:48+00,-17.38569058,-66.15393567,2609,4.5,Contenedor,Regular,Grande (verde),,,Está al lado de otro grande verde,"<a href=""https://postimg.cc/8JLDSDC3"" target=""_blank""><img src=""https://i.postimg.cc/8JLDSDC3/1582140273362.jpg"" alt=""1582140273362""/></a><br/><br/>"
47625049,2020-02-26 15:12:36+00,-17.38642949,-66.1548664,2623,5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/sGyzf8Q2"" target=""_blank""><img src=""https://i.postimg.cc/sGyzf8Q2/1582140446107.jpg"" alt=""1582140446107""/></a><br/><br/>"
47625055,2020-02-26 15:12:37+00,-17.38658108,-66.15467026,2613,5,Contenedor,Bueno,Trilliza,,,Tiene un grafiti,"<a href=""https://postimg.cc/640X80nf"" target=""_blank""><img src=""https://i.postimg.cc/640X80nf/1582140481132.jpg"" alt=""1582140481132""/></a><br/><br/>"
47625059,2020-02-26 15:12:38+00,-17.38752446,-66.15558774,2605,4,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/3WC4jQZn"" target=""_blank""><img src=""https://i.postimg.cc/3WC4jQZn/1582140659764.jpg"" alt=""1582140659764""/></a><br/><br/>"
48865681,2020-03-14 01:36:59+00,-17.38807654,-66.15752036,2617,6.5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/VdKJT9pt"" target=""_blank""><img src=""https://i.postimg.cc/VdKJT9pt/1582729978612.jpg"" alt=""1582729978612""/></a><br/><br/>"
48865682,2020-03-14 01:37:06+00,-17.38826869,-66.15856315,2595,5.5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/pmymthM6"" target=""_blank""><img src=""https://i.postimg.cc/pmymthM6/1582730164484.jpg"" alt=""1582730164484""/></a><br/><br/>"
48865683,2020-03-14 01:37:12+00,-17.38838118,-66.15965758,2594,5,Contenedor,Regular,Grande (verde),,,,"<a href=""https://postimg.cc/bZMsYyzN"" target=""_blank""><img src=""https://i.postimg.cc/bZMsYyzN/1582730347265.jpg"" alt=""1582730347265""/></a><br/><br/>"
48865686,2020-03-14 01:37:25+00,-17.38948901,-66.15955372,2600,4.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/zVGBnbvG"" target=""_blank""><img src=""https://i.postimg.cc/zVGBnbvG/1582731629118.jpg"" alt=""1582731629118""/></a><br/><br/>"
48865687,2020-03-14 01:37:30+00,-17.38930947,-66.159256,2617,6.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/s1y1g0RS"" target=""_blank""><img src=""https://i.postimg.cc/s1y1g0RS/1582731685197.jpg"" alt=""1582731685197""/></a><br/><br/>"
48865689,2020-03-14 01:37:35+00,-17.38928081,-66.15844689,2592,5.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/nMkrjYHW"" target=""_blank""><img src=""https://i.postimg.cc/nMkrjYHW/1582731799051.jpg"" alt=""1582731799051""/></a><br/><br/>"
48865691,2020-03-14 01:37:48+00,-17.38895035,-66.15714661,2605,4.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/zV2fpzHS"" target=""_blank""><img src=""https://i.postimg.cc/zV2fpzHS/1582731985079.jpg"" alt=""1582731985079""/></a><br/><br/>"
48865694,2020-03-14 01:37:53+00,-17.38890882,-66.15618194,2640,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/CRZxQ3jy"" target=""_blank""><img src=""https://i.postimg.cc/CRZxQ3jy/1582732180827.jpg"" alt=""1582732180827""/></a><br/><br/>"
48865696,2020-03-14 01:37:59+00,-17.38872794,-66.15514191,2611,4.5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/tsL4QB5s"" target=""_blank""><img src=""https://i.postimg.cc/tsL4QB5s/1582732356733.jpg"" alt=""1582732356733""/></a><br/><br/>"
48865698,2020-03-14 01:38:09+00,-17.38864508,-66.15508541,2620,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/McVKW1Pd"" target=""_blank""><img src=""https://i.postimg.cc/McVKW1Pd/1582732420432.jpg"" alt=""1582732420432""/></a><br/><br/>"
47870451,2020-02-29 18:00:57+00,-17.39386287,-66.14941726,2593,5,Contenedor,Malo,Trilliza,,,Le falta un contenedor.,"<a href=""https://postimg.cc/7G4PbbjD"" target=""_blank""><img src=""https://i.postimg.cc/7G4PbbjD/1582988618485.jpg"" alt=""1582988618485""/></a><br/><br/>"
47870453,2020-02-29 18:01:01+00,-17.39320257,-66.14951768,2630,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/qhGJK4dK"" target=""_blank""><img src=""https://i.postimg.cc/qhGJK4dK/1582988774753.jpg"" alt=""1582988774753""/></a><br/><br/>"
47870454,2020-02-29 18:01:02+00,-17.39286994,-66.14957734,2595,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/YjpqHG1z"" target=""_blank""><img src=""https://i.postimg.cc/YjpqHG1z/1582988860280.jpg"" alt=""1582988860280""/></a><br/><br/>"
47870455,2020-02-29 18:01:03+00,-17.39081891,-66.14991419,2611,5,Contenedor,Malo,Trilliza,,,Le falta un contenedor,"<a href=""https://postimg.cc/RJVMQyMD"" target=""_blank""><img src=""https://i.postimg.cc/RJVMQyMD/1582989014236.jpg"" alt=""1582989014236""/></a><br/><br/>"
47870456,2020-02-29 18:01:07+00,-17.38986565,-66.15013662,2612,5,Contenedor,Regular,Trilliza,,,Chocado,"<a href=""https://postimg.cc/bsryZ7VG"" target=""_blank""><img src=""https://i.postimg.cc/bsryZ7VG/1582989103484.jpg"" alt=""1582989103484""/></a><br/><br/>"
47870457,2020-02-29 18:01:08+00,-17.38768258,-66.15084564,2615,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/G9q3hLKw"" target=""_blank""><img src=""https://i.postimg.cc/G9q3hLKw/1582989317393.jpg"" alt=""1582989317393""/></a><br/><br/>"
47870458,2020-02-29 18:01:10+00,-17.38172145,-66.15692291,2605,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/4m0JVWjW"" target=""_blank""><img src=""https://i.postimg.cc/4m0JVWjW/1582990282798.jpg"" alt=""1582990282798""/></a><br/><br/>"
47870461,2020-02-29 18:01:12+00,-17.3817594,-66.15681004,2609,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/87rTHhSN"" target=""_blank""><img src=""https://i.postimg.cc/87rTHhSN/1582990349744.jpg"" alt=""1582990349744""/></a><br/><br/>"
47870464,2020-02-29 18:01:14+00,-17.38228902,-66.15919812,2609,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/2qQrpryt"" target=""_blank""><img src=""https://i.postimg.cc/2qQrpryt/1582990518184.jpg"" alt=""1582990518184""/></a><br/><br/>"
47870467,2020-02-29 18:01:16+00,-17.38231188,-66.15965628,2619,4,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/tnTjV6k0"" target=""_blank""><img src=""https://i.postimg.cc/tnTjV6k0/1582990606979.jpg"" alt=""1582990606979""/></a><br/><br/>"
47870473,2020-02-29 18:01:19+00,-17.38240592,-66.15984037,2600,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/S2V4sdW7"" target=""_blank""><img src=""https://i.postimg.cc/S2V4sdW7/1582990661532.jpg"" alt=""1582990661532""/></a><br/><br/>"
47870475,2020-02-29 18:01:20+00,-17.38218679,-66.15997518,2614,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/TLTGfFW3"" target=""_blank""><img src=""https://i.postimg.cc/TLTGfFW3/1582990723359.jpg"" alt=""1582990723359""/></a><br/><br/>"
47870477,2020-02-29 18:01:23+00,-17.38250568,-66.1611698,2601,5,Botadero,,,,Bolsas y envases,,"<a href=""https://postimg.cc/nMcZ58Jd"" target=""_blank""><img src=""https://i.postimg.cc/nMcZ58Jd/1582991066557.jpg"" alt=""1582991066557""/></a><br/><br/>"
47870480,2020-02-29 18:01:28+00,-17.38227426,-66.16138007,2603,5,Acopiador,,,,"Bolsas, domiciliaria",,"<a href=""https://postimg.cc/9rD2mGzZ"" target=""_blank""><img src=""https://i.postimg.cc/9rD2mGzZ/1582991158708.jpg"" alt=""1582991158708""/></a><br/><br/>"
47870485,2020-02-29 18:01:29+00,-17.39472613,-66.15390569,2619,5,Contenedor,Bueno,Trilliza,,,,"<a href=""https://postimg.cc/3dzTddD6"" target=""_blank""><img src=""https://i.postimg.cc/3dzTddD6/1582993321051.jpg"" alt=""1582993321051""/></a><br/><br/>"
